id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,0.0,0.000185,4.68e-05,0.0,6.94e-05,0.0,0.0,0.000155281,0.00106478,7.03e-05,0.0,6.579999999999999e-05,0.0,0.000169444,0.0,4.68e-05,0.000261872,0.0,0.0,0.0,0.0,0.00032224900000000004,0.0005917730000000001,0.0,0.0,0.0,0.00022150099999999998,0.0,0.000194,0.0,0.0,5.870000000000001e-05,6.94e-05,8.209999999999999e-05,0.000132452,0.000177132,0.000495724,0.0,2.34e-05,0.0,0.0,6.94e-05,0.00044573199999999995,3.26e-05,0.000314636,0.000276125,6.579999999999999e-05,0.00032715,9.37e-05,0.0,0.0,5.870000000000001e-05,5.870000000000001e-05,0.0,0.0,0.00022188400000000002,0.000476878,0.000313385,7.94e-05,0.00025545900000000004,0.000292155,0.000270258,0.0,0.00027073799999999997,2.34e-05,0.00024420700000000003,0.000591013,0.00161299,2.34e-05,0.000185185,0.0,0.000185727,2.34e-05,3.26e-05,0.000542649,0.0,0.0,5.6000000000000006e-05,0.000844812,0.00039974300000000004,0.0,0.000208333,0.000266984,0.000380067,0.0008003999999999999,0.000201023,5.870000000000001e-05,2.34e-05,3.26e-05,0.00017146200000000002,0.0,0.000730818,0.0007673789999999999,0.000550041,0.00120878,0.000898174,0.00075067,0.00154719,0.000932102,0.000582121,0.00114246,0.00024539799999999997,0.000327015,0.000209147,0.000306866,0.00034633699999999995,0.000487707,0.000385664,0.000118206,0.000121139,0.00234625,0.000466492,0.00175693,0.0255852,0.0225583,0.0744127,0.0223702,0.0408913,0.7022,0.00171309,0.00148011,0.0014305,0.000696345,0.00196715,0.000611762,0.0411727,0.0022611999999999997,0.000265423,0.000945086,0.00122233,0.0009055980000000001,0.000178701,0.00052911,0.0,2.34e-05,0.0,0.00169993,5.870000000000001e-05,0.000253976,0.000120639,0.000311977,0.0,9.48e-05,0.00020538,9.259999999999999e-05,0.0,0.00018062400000000002,0.000651626,0.0,0.0,0.000403472,0.00034192699999999995,0.000524675,0.000504778,0.0006940080000000001,0.00121774,9.48e-05,0.0005265690000000001,0.00181373,2.34e-05,0.0009808999999999998,9.77e-05,0.00236932,8.209999999999999e-05,0.000578773,0.000851827,0.00024520099999999996,0.00137127,0.00182187,0.000779447,0.00017216400000000001,5.6000000000000006e-05,0.000399402,0.0,0.000477074,0.0,8.209999999999999e-05,3.26e-05,4.68e-05,0.000258986,0.0006777189999999999,0.00017380099999999998,5.870000000000001e-05,3.26e-05,0.0001,0.000501634,0.000149875,0.0003745,0.00011601200000000001,0.000257153,0.00035197300000000005,0.000415215,0.000416495,0.000226558,0.000396288,0.0,0.0001,0.000150983
830,6.94e-05,0.0,0.000132,5.870000000000001e-05,2.34e-05,0.0001,0.00011601200000000001,9.259999999999999e-05,0.000638843,0.00019754,0.00032736,0.000131579,0.0,9.120000000000001e-05,0.000141625,0.0,0.00012516600000000001,0.0,0.0,0.0,0.0,0.000403209,0.000182072,0.0,0.0,0.0,0.000131579,0.0,0.0,0.0,0.0,6.94e-05,0.000131579,0.0,0.0,0.0,8.58e-05,0.0,5.6000000000000006e-05,0.0,0.0,0.000241118,0.00032901800000000004,9.290000000000001e-05,4.68e-05,0.000590584,0.000304247,7.38e-05,8.209999999999999e-05,2.34e-05,0.000352,0.000229082,3.26e-05,0.0,0.000138889,0.000217033,0.0,0.000139431,0.000312628,0.00016423099999999998,0.00017843,6.579999999999999e-05,0.0,9.48e-05,0.000131579,0.000693703,0.00011262799999999999,0.000633796,0.000551025,8.92e-05,0.0,7.38e-05,0.000116283,0.000132573,0.000157014,0.0,0.0,7.38e-05,0.00014455799999999998,0.0005,6.51e-05,0.0,0.0,0.00028436,0.00132034,6.51e-05,0.00018957299999999998,0.0,0.000130293,0.0,0.000185185,0.000149669,0.000195093,0.000116283,0.0,0.000228095,0.000311883,2.34e-05,0.000216283,0.00016716400000000003,0.0005217830000000001,0.00012736,0.00011601200000000001,5.870000000000001e-05,9.37e-05,0.00022177200000000002,0.000219227,0.0,0.000211003,2.34e-05,0.0022046,0.00113315,0.00115313,0.029431799999999998,0.030258999999999998,0.0275034,0.0363121,0.0642251,0.06766389999999999,0.00105714,0.0007911039999999999,0.00097782,0.000292418,0.000591334,0.000446454,0.6998800000000001,0.00108358,0.00021269,0.00116788,0.00011841,0.000429844,0.00047356,0.000260586,0.0,0.000244821,0.0,0.000689037,0.0,0.00031785900000000003,0.0003,0.000233734,0.00021741599999999998,0.00030409400000000003,0.0,0.0,6.579999999999999e-05,0.000131579,0.000487571,0.000109256,0.000561867,0.0,0.000150779,2.34e-05,0.000151626,3.26e-05,0.000644834,0.00019722,0.000257739,0.000960406,0.00032653900000000004,0.000335071,9.719999999999999e-05,0.00102636,0.000118206,0.000672811,0.000128909,0.000175747,0.00035245,0.000490564,0.00265542,0.000392745,4.68e-05,9.290000000000001e-05,0.0,0.00019736799999999998,0.0001,0.000217758,0.00033278699999999997,0.000322805,0.00030538,2.34e-05,0.0001,3.26e-05,0.00030434900000000004,0.00011841,0.000253976,0.000180175,0.0,0.000169444,5.870000000000001e-05,9.719999999999999e-05,0.0,0.000338998,0.000294434,0.0,4.68e-05,0.000132573,4.68e-05
831,0.00039962900000000003,0.0,0.000366402,0.00033812699999999997,0.011608499999999999,0.016309399999999998,0.0132614,0.0136648,0.00044238800000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000724,0.000527037,0.0,0.0,9.120000000000001e-05,0.000698121,8.58e-05,0.000391424,0.00171112,0.00452263,0.00374338,0.0,0.00166686,0.867158,0.000224784,0.000278784,0.00044924,0.00011730200000000001,0.000147601,7.38e-05,0.00018309200000000001,0.00238733,0.00124684,0.00871599,0.0,0.000599818,0.0,0.000297477,6.94e-05,0.0,0.000277765,8.58e-05,0.0,0.00053908,9.259999999999999e-05,0.0,0.0,0.000189587,0.000444171,0.000257153,0.00018601099999999998,0.000512108,0.000465801,0.000155992,0.00541588,0.00430129,9.259999999999999e-05,6.94e-05,7.38e-05,6.51e-05,0.000597777,0.00011841,2.34e-05,0.0,0.000184088,0.0,0.000369444,0.000366409,0.000303041,7.38e-05,0.000329661,0.00029233,0.0,0.0,0.0,0.0,0.00022508,0.000165025,0.00038494,0.0,0.0,0.0,9.259999999999999e-05,0.0,0.000186286,0.00022150099999999998,0.000299372,0.000275953,2.34e-05,2.34e-05,0.0,7.38e-05,6.579999999999999e-05,0.000109256,0.000867297,0.000405064,5.870000000000001e-05,5.870000000000001e-05,0.0001,0.000177774,0.00037385699999999995,0.000483986,0.00039059699999999996,0.0,0.0,0.0,0.0,6.94e-05,2.34e-05,0.0,0.0,6.51e-05,0.0013622,0.00132233,0.00132568,0.00108541,0.000517584,0.000683388,4.68e-05,0.0007304410000000001,0.000165789,0.000636507,0.00043395300000000005,0.000574383,0.0,0.0,0.0,9.48e-05,0.0,0.00038255099999999996,0.0,0.0,0.0,0.0,0.0,0.0,9.48e-05,0.0,0.0,0.0,0.000139431,9.48e-05,0.0,0.00046244300000000004,0.0,0.0,2.34e-05,0.0,0.000263158,0.0,2.34e-05,0.0008077280000000001,0.0,0.0006565410000000001,0.00012736,0.0015075999999999998,0.000175953,0.00019736799999999998,0.0,2.34e-05,0.00117506,0.00134375,0.00150069,0.000117096,0.00031350299999999997,6.94e-05,0.0,0.0,0.00023616700000000002,0.0001,0.000457991,3.26e-05,0.00033048699999999997,0.0007102930000000001,0.00032021400000000003,0.00018062400000000002,0.000184088,4.68e-05,0.00026514700000000003,0.00018578599999999999,0.000940379,0.00037484,0.00143738,0.000158653,0.000228268,0.000399751,0.00018355700000000002,0.000416569,0.0,6.579999999999999e-05,0.00066087
832,0.0010941,0.00028,0.0008789999999999999,0.000601772,0.0007681589999999999,0.000650709,0.000963483,0.0008954360000000001,3.26e-05,0.00139843,0.00023202400000000003,0.00186968,0.000497421,0.00260002,0.00206896,0.000389015,0.00227564,0.0,9.259999999999999e-05,0.0415147,0.025940699999999997,0.000273801,4.68e-05,0.851932,0.0009241710000000001,0.000867578,0.00023460400000000002,0.000949897,0.0,7.03e-05,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.000264904,0.0,0.0007108230000000001,0.0,0.0,0.0,0.000217033,0.0,0.0,9.259999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.870000000000001e-05,2.34e-05,0.000314107,2.34e-05,0.0,0.0,0.000289961,0.0,0.00483526,0.00610838,9.259999999999999e-05,0.0,8.209999999999999e-05,0.000708434,0.000493167,0.0,0.0,0.0,0.0,0.0,0.0001,0.00022999999999999998,0.00714473,3.26e-05,0.00133276,0.0012087,0.0020166,0.00265682,0.00912852,0.0,0.00485918,0.00232704,0.000732593,0.000491559,0.000650313,0.00033193800000000005,0.00476224,3.26e-05,7.38e-05,0.0,0.0,0.0,0.00019544,0.000201896,0.0,0.000258382,2.34e-05,7.38e-05,0.0,7.38e-05,5.6000000000000006e-05,0.0,0.0,8.58e-05,0.0,0.0,0.0,0.0,0.0,7.38e-05,0.0,0.0,0.0001,0.0,0.000842651,0.00018062400000000002,0.00017167400000000002,0.000224443,0.000175046,0.000139431,0.0,0.00038015699999999995,7.03e-05,0.000511462,5.870000000000001e-05,0.000463505,0.0,0.0,0.0,0.0,0.0,0.00034356699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26e-05,0.0,0.0,0.0,6.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.26e-05,0.0,8.58e-05,0.0,0.00030294,0.0,4.68e-05,0.000209895,0.0002,8.209999999999999e-05,0.00020048,0.0,0.0,0.0,5.870000000000001e-05,0.0,4.68e-05,7.38e-05,9.48e-05,0.0,0.0,3.26e-05,0.0,0.00019023,0.00012516600000000001,0.0,0.0,9.259999999999999e-05,4.68e-05,0.0,5.870000000000001e-05,0.000147601,0.0,3.26e-05,9.77e-05,6.94e-05,0.0,0.0,0.0,0.0
833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,0.000436,0.000149,0.000118,0.000642,0.0,0.0,0.0,9.77e-05,0.0018575,0.000164152,0.0,0.00015838200000000002,9.259999999999999e-05,9.48e-05,3.26e-05,0.0,9.259999999999999e-05,2.34e-05,4.68e-05,9.48e-05,0.0,0.00148673,0.00121404,0.000271021,0.0,3.26e-05,0.000376953,9.77e-05,0.000117,0.0,0.0001,0.000151515,9.48e-05,0.000927115,0.000147601,0.000362413,0.000540281,0.0,0.00028601099999999997,0.0,0.000117096,4.68e-05,0.000983632,0.0,0.000657389,0.000984346,0.0,0.00116504,0.000516457,0.0,0.0,8.859999999999999e-05,0.00019937200000000001,0.0,0.00021502200000000002,0.00011262799999999999,0.00109506,0.000984105,0.000493342,0.000165789,9.290000000000001e-05,0.0,0.0,0.000226558,0.000155281,0.000964785,0.000755374,0.00364697,8.859999999999999e-05,0.000432027,0.0,0.00104268,0.000304492,0.000800786,0.0010807,2.34e-05,0.000148,0.00065144,0.00141374,0.000723134,0.000282621,0.00017380099999999998,0.00072351,0.00106429,0.00196711,0.000615606,0.00027613700000000003,0.0,0.0,0.000340188,4.68e-05,0.000685706,0.00118414,0.00148835,0.00263095,0.000589,0.000606265,0.00342875,0.00171751,0.0024123,0.00439267,0.00046715699999999995,0.00072884,0.000880118,0.000329531,0.000802773,0.00119431,0.000776577,0.000521018,0.00105521,0.000642411,0.0006702839999999999,0.000762401,0.035570300000000006,0.0312905,0.0934363,0.035542199999999996,0.0668822,0.47676499999999994,0.00449464,0.00277139,0.00193918,0.00390692,0.00479955,0.00222156,0.08090139999999998,0.0059707,0.00085625,0.00642048,0.00357358,0.00496356,0.00106462,0.00110404,8.209999999999999e-05,6.94e-05,0.000191224,0.00602523,0.000697145,0.00157785,0.000171021,0.000282193,0.000241278,0.00018642900000000003,0.000824747,4.68e-05,2.34e-05,0.000175818,0.00110581,6.94e-05,0.00045652400000000004,0.00158237,0.000631325,0.000741848,0.000566085,0.00111452,0.00108287,0.0017339000000000002,0.00236588,0.00468744,0.00060303,0.00403037,0.000488497,0.0041555,6.94e-05,0.00148861,0.00162463,0.00325923,0.0038739000000000004,0.00288685,0.00253756,0.000865245,0.000331709,0.00112898,0.0,0.000481459,0.000747391,0.00047862,0.00064046,0.000261451,0.000406238,9.37e-05,0.000644898,0.00137261,0.00118538,0.000501771,0.0007949010000000001,0.00155157,0.000600552,0.0009304789999999999,0.000648017,0.00012625,0.000367043,0.000725397,0.00129985,0.00116987,0.00069956,0.000222147,0.00136202
835,3.26e-05,0.0,0.0,2.34e-05,0.000208333,0.000181158,0.00042269800000000005,0.0,0.000123798,0.0,0.0,0.0,0.00037037,0.0,2.34e-05,0.0,0.0,0.000571394,6.94e-05,0.0,0.0,0.00129254,0.000431044,0.0,0.000138889,0.0,0.000697567,0.0,0.0,0.0,0.000638889,3.26e-05,0.00026874099999999997,0.00013959,0.000504788,0.0,0.0,0.0,0.000123798,0.0,7.03e-05,0.0001,0.0,8.58e-05,0.000124441,0.0,0.0,0.000258023,0.0,0.0,0.0,2.34e-05,0.00036514699999999997,0.0,0.00020313900000000002,4.68e-05,0.0,0.0,0.0,0.0,7.38e-05,0.000118206,0.000163121,3.26e-05,0.0,5.870000000000001e-05,0.0,0.0,0.000266461,3.26e-05,0.0,0.0,0.000387796,0.0,5.870000000000001e-05,0.00018957299999999998,0.00023181099999999998,2.34e-05,0.000288976,0.0,8.58e-05,0.0,0.0,0.0,9.259999999999999e-05,0.0,0.0,9.290000000000001e-05,3.26e-05,0.0,0.000510089,0.000511601,0.0,0.0,0.0,0.000149875,0.000431962,2.34e-05,0.00036140900000000004,0.0,0.000185185,0.0,0.0,0.0,0.000175953,0.0,7.38e-05,0.0,0.0,0.0,2.34e-05,0.000896863,7.94e-05,0.022134099999999997,0.00475265,0.00558723,0.891677,0.00830212,0.0118887,0.000158651,5.870000000000001e-05,0.000275637,0.000191103,0.0,0.0,0.0127855,0.00295824,0.00085968,0.00109342,0.000578207,0.00293316,0.00137914,0.00164608,0.000117096,0.000109256,0.000397208,0.000980332,0.0006818639999999999,0.00016862,0.0006324519999999999,0.000256745,9.719999999999999e-05,0.0,0.0,0.000130293,0.0,4.68e-05,0.000219502,0.000149875,0.00017152099999999997,0.0,0.000111985,0.000615484,0.000288558,9.290000000000001e-05,0.00128945,0.000146838,0.000227184,0.00157771,0.000229378,0.00110281,0.00029684,0.0,5.870000000000001e-05,0.000580475,0.00129195,0.00171085,0.000354355,0.0,5.6000000000000006e-05,0.0,0.0,0.0,0.0,0.000509741,2.34e-05,9.48e-05,0.0,0.000128909,0.00018062400000000002,0.00010548899999999999,7.03e-05,0.0,0.0,0.0,6.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00137026,0.000374579,0.0,0.000277778,0.00012516600000000001,0.0
836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,3.26e-05,0.0,0.0,2.34e-05,5.870000000000001e-05,9.48e-05,2.34e-05,0.0,0.00230781,0.000185185,5.870000000000001e-05,0.000379088,0.000448536,0.000288976,0.0,2.34e-05,5.870000000000001e-05,8.209999999999999e-05,0.000290084,0.0,0.0,0.000874381,7.03e-05,0.0,0.00010548899999999999,6.579999999999999e-05,0.0,0.000225815,0.0,6.51e-05,2.34e-05,8.58e-05,0.000255443,0.000260882,0.00016747799999999998,5.870000000000001e-05,8.58e-05,0.0,0.000256371,0.0,0.00016747799999999998,0.0006805839999999999,0.000125437,2.34e-05,0.000840567,0.0013944,0.00017152099999999997,0.000898913,0.000346667,0.0,0.0,0.000523419,0.000627508,0.0,0.00024455799999999997,0.0007994580000000001,0.0008719330000000001,0.00140344,0.000449433,0.0001,0.000427664,9.259999999999999e-05,0.0,0.0,0.000157014,0.000345895,0.000433767,0.00238645,0.0,0.00068374,0.0,0.000665749,6.51e-05,0.00125243,0.000744977,2.34e-05,0.00025699999999999996,0.0007925110000000001,0.0016225999999999999,0.00040651099999999997,2.34e-05,0.000144488,0.0,0.0014955,0.0006646139999999999,0.00016524900000000002,0.000141829,0.0,0.0001,0.0,0.000160576,0.000617514,0.00035779599999999996,0.0006814960000000001,0.000408424,0.000218859,0.000102831,0.000357189,0.00148632,0.000235283,0.00041401400000000004,0.0014092,0.0007715469999999999,0.00154564,0.000714465,0.00124354,0.00104226,0.000532825,0.000997841,0.00110939,0.0,0.0,0.0,0.000398,2.34e-05,0.000184,9.259999999999999e-05,0.0,0.000156,0.00587657,0.00324526,0.00370986,0.00518173,0.0057196999999999994,0.00180529,9.120000000000001e-05,0.00173583,0.000407303,0.00359296,0.000957321,0.00177082,7.94e-05,0.0,6.579999999999999e-05,0.000131579,0.0,0.000881732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000109256,0.0,0.0,0.00109022,0.0,9.48e-05,0.0,0.0,0.0,0.0,0.000120639,0.00093779,2.34e-05,0.00168351,0.000374759,0.00498703,0.000647679,0.00165171,0.000393887,0.000138889,0.00283124,0.00548929,0.00227646,0.0008898160000000001,0.00024870299999999997,0.00966445,0.00032894699999999995,0.00511551,0.0033555,0.00738666,0.014098,0.016366899999999997,0.0440529,0.145126,0.6367659999999999,0.00040604199999999996,0.000830503,0.00164744,0.000509585,0.00140415,0.0007639760000000001,0.00138651,0.000842607,0.00100579,0.00042865599999999997,0.00107294,0.000892708,0.0006218069999999999,0.000434524,0.000163509,0.00110936
